"territory_id","revision","name","name_ko","level","country","population_source","population_confidence","pop_-2700","pop_-2500","pop_-2333","pop_-2000","pop_-1500","pop_-1000","pop_-500","pop_-200","pop_0","pop_200","pop_400","pop_500","pop_600","pop_650","pop_700","pop_750","pop_800","pop_900","pop_1000","pop_1050","pop_1100","pop_1127","pop_1150","pop_1200","pop_1231","pop_1250","pop_1280","pop_1300","pop_1350","pop_1400","pop_1450","pop_1500","pop_1600","pop_1700","pop_1800","pop_1850","pop_1900","pop_1950","pop_2000","pop_2025"
"697887b6055c9be030819c70","0","Hefei","허페이시","city","","기존 호구·인구 자료 연결","","","","","","","","","","","169200","282000","423000","752000","940000","1034000","1222000","893000","940000","1081000","1363000","1739000","1692000","1551000","1833000","1551000","1222000","1034000","1081000","987000","1175000","1316000","1504000","1880000","2256000","3290000","","","","",""
"69788805055c9be030819c71","0","Xilingol League","시린궈러맹","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978881b055c9be030819c72","0","Chifeng City","츠펑시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978882f055c9be030819c73","0","Tongliao City","퉁랴오시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978885f055c9be030819c74","0","Qiqihar City","치치하얼시","city","","기존 호구·인구 자료 연결","","","","","","","","","","","","","","448000","560000","616000","728000","532000","560000","644000","812000","1036000","1008000","924000","1092000","924000","728000","616000","644000","588000","700000","784000","896000","1120000","1344000","1960000","","","","",""
"6978888b055c9be030819c75","0","Heihe City","헤이허시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"697888ac055c9be030819c76","0","Töv","투브주","city","","기존 호구·인구 자료 연결","","","","","","","","","","","","","","120000","150000","165000","195000","142500","150000","172500","217500","277500","270000","247500","292500","247500","195000","165000","172500","157500","187500","210000","240000","300000","360000","525000","","","","",""
"697888d1055c9be030819c77","0","Selenge","셀렝게주","province","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69788910055c9be030819c78","0","Kaifeng","카이펑시","city","","기존 호구·인구 자료 연결","","","","","","","","","","","97200","162000","243000","432000","540000","594000","702000","513000","540000","621000","783000","999000","972000","891000","1053000","891000","702000","594000","621000","567000","675000","756000","864000","1080000","1296000","1890000","","","","",""
"69788969055c9be030819c79","0","Xinyang","신양시","city","","기존 호구·인구 자료 연결","","","","","","","","","363000","429000","118800","198000","297000","528000","660000","726000","858000","627000","660000","759000","957000","1221000","1188000","1089000","1287000","1089000","858000","726000","759000","693000","825000","924000","1056000","1320000","1584000","2310000","","","","",""
"6978898c055c9be030819c7a","0","Xiangyang","샹양시","city","","기존 호구·인구 자료 연결","","","","","","","","","313500","370500","102600","171000","256500","456000","570000","627000","741000","541500","570000","655500","826500","1054500","1026000","940500","1111500","940500","741000","627000","655500","598500","712500","798000","912000","1140000","1368000","1995000","","","","",""
"697889d3055c9be030819c7b","0","Zhumadian","주마뎬시","city","","기존 호구·인구 자료 연결","","","","","","","","","396000","468000","129600","216000","324000","576000","720000","792000","936000","684000","720000","828000","1044000","1332000","1296000","1188000","1404000","1188000","936000","792000","828000","756000","900000","1008000","1152000","1440000","1728000","2520000","","","","",""
"69788adf055c9be030819c7d","0","Yichang","이창시","city","","기존 호구·인구 자료 연결","","","","","","","","","220000","260000","72000","120000","180000","320000","400000","440000","520000","380000","400000","460000","580000","740000","720000","660000","780000","660000","520000","440000","460000","420000","500000","560000","640000","800000","960000","1400000","","","","",""
"69788ae4055c9be030819c7e","0","Jingzhou","징저우시","city","","기존 호구·인구 자료 연결","","","","","","","","","313500","370500","102600","171000","256500","456000","570000","627000","741000","541500","570000","655500","826500","1054500","1026000","940500","1111500","940500","741000","627000","655500","598500","712500","798000","912000","1140000","1368000","1995000","","","","",""
"69788b12055c9be030819c7f","0","Yueyang","웨양시","city","","기존 호구·인구 자료 연결","","","","","","","","","308000","364000","100800","168000","252000","448000","560000","616000","728000","532000","560000","644000","812000","1036000","1008000","924000","1092000","924000","728000","616000","644000","588000","700000","784000","896000","1120000","1344000","1960000","","","","",""
"69788b19055c9be030819c80","0","Changsha","창사시","city","","기존 호구·인구 자료 연결","","","","","","","","","440000","520000","144000","240000","360000","640000","800000","880000","1040000","760000","800000","920000","1160000","1480000","1440000","1320000","1560000","1320000","1040000","880000","920000","840000","1000000","1120000","1280000","1600000","1920000","2800000","","","","",""
"69788b4b055c9be030819c81","0","Nanchang","난창시","city","","기존 호구·인구 자료 연결","","","","","","","","","352000","416000","115200","192000","288000","512000","640000","704000","832000","608000","640000","736000","928000","1184000","1152000","1056000","1248000","1056000","832000","704000","736000","672000","800000","896000","1024000","1280000","1536000","2240000","","","","",""
"69788dd2055c9be030819c82","0","Nanyang","난양시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69788e39055c9be030819c83","0","Suizhou","쑤이저우시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69788ebb055c9be030819c84","0","Lüliang City","뤼량시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69788ee2055c9be030819c85","0","Linfen City","린펀시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69788fcd055c9be030819c86","0","Anqing","안칭시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69788fea055c9be030819c87","0","Nanjing City","난징시","city","","기존 호구·인구 자료 연결","","","","","","","","","511500","604500","167400","279000","418500","744000","930000","1023000","1209000","883500","930000","1069500","1348500","1720500","1674000","1534500","1813500","1534500","1209000","1023000","1069500","976500","1162500","1302000","1488000","1860000","2232000","3255000","","","","",""
"69789003055c9be030819c88","0","Suzhou City","쑤저우시","city","","기존 호구·인구 자료 연결","","","","","","","","","588500","695500","192600","321000","481500","856000","1070000","1177000","1391000","1016500","1070000","1230500","1551500","1979500","1926000","1765500","2086500","1765500","1391000","1177000","1230500","1123500","1337500","1498000","1712000","2140000","2568000","3745000","","","","",""
"6978983ac7175c536903dab9","0","Xianyang","셴양시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69789908c7175c536903daba","0","Hanzhong","한중시","city","","기존 호구·인구 자료 연결","","","","","","","","","187000","221000","61200","102000","153000","272000","340000","374000","442000","323000","340000","391000","493000","629000","612000","561000","663000","561000","442000","374000","391000","357000","425000","476000","544000","680000","816000","1190000","","","","",""
"6978aff2ca773aedf91ed952","0","Huanggang","황강시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978b013ca773aedf91ed953","0","Lu'an","루안시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978b07fca773aedf91ed954","0","Wuhan","우한시","city","","기존 호구·인구 자료 연결","","","","","","","","","676500","799500","221400","369000","553500","984000","1230000","1353000","1599000","1168500","1230000","1414500","1783500","2275500","2214000","2029500","2398500","2029500","1599000","1353000","1414500","1291500","1537500","1722000","1968000","2460000","2952000","4305000","","","","",""
"6978b173ca773aedf91ed955","0","Jingmen","징먼시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978b22aca773aedf91ed956","0","Pingdingshan","핑딩산시","city","Pingdingshan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978b261ca773aedf91ed957","0","Luohe","뤄허시","city","","기존 호구·인구 자료 연결","","","","","","","","","154000","182000","50400","84000","126000","224000","280000","308000","364000","266000","280000","322000","406000","518000","504000","462000","546000","462000","364000","308000","322000","294000","350000","392000","448000","560000","672000","980000","","","","",""
"6978bbf90cabfe742748fd60","0","Guilin","구이린시","city","","기존 호구·인구 자료 연결","","","","","","","","","176000","208000","57600","96000","144000","256000","320000","352000","416000","304000","320000","368000","464000","592000","576000","528000","624000","528000","416000","352000","368000","336000","400000","448000","512000","640000","768000","1120000","","","","",""
"6978bc120cabfe742748fd61","0","Yongzhou","융저우시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978bc2e0cabfe742748fd62","0","Hengyang","헝양시","city","","기존 호구·인구 자료 연결","","","","","","","","","","","144000","240000","360000","640000","800000","880000","1040000","760000","800000","920000","1160000","1480000","1440000","1320000","1560000","1320000","1040000","880000","920000","840000","1000000","1120000","1280000","1600000","1920000","2800000","","","","",""
"6978bc480cabfe742748fd63","0","Shaoguan City","사오관시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978be332e85a8713b98dd63","0","Qingyang","칭양시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978bebc2e85a8713b98dd64","0","Longnan","룽난시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978d43f2e85a8713b98dd65","0","Qingdao","칭다오시","city","","기존 호구·인구 자료 연결","","","","","","","","","","","169200","282000","423000","752000","940000","1034000","1222000","893000","940000","1081000","1363000","1739000","1692000","1551000","1833000","1551000","1222000","1034000","1081000","987000","1175000","1316000","1504000","1880000","2256000","3290000","","","","",""
"6978d4472e85a8713b98dd66","0","Yantai","옌타이시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978d46d2e85a8713b98dd67","0","Weihai","웨이하이시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978d4832e85a8713b98dd68","0","Binzhou","빈저우시","city","Binzhou","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978d4ad2e85a8713b98dd69","0","Shijiazhuang","스자좡시","city","","기존 호구·인구 자료 연결","","","","","","","","","616000","728000","201600","336000","504000","896000","1120000","1232000","1456000","1064000","1120000","1288000","1624000","2072000","2016000","1848000","2184000","1848000","1456000","1232000","1288000","1176000","1400000","1568000","1792000","2240000","2688000","3920000","","","","",""
"6978d4d22e85a8713b98dd6b","0","Baoding City","바오딩시","city","","기존 호구·인구 자료 연결","","","","","","","","","","","198000","330000","495000","880000","1100000","1210000","1430000","1045000","1100000","1265000","1595000","2035000","1980000","1815000","2145000","1815000","1430000","1210000","1265000","1155000","1375000","1540000","1760000","2200000","2640000","3850000","","","","",""
"6978d4ff2e85a8713b98dd6d","0","Tangshan","탕산시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978d5382e85a8713b98dd6f","0","Shenyang City","선양시","city","","기존 호구·인구 자료 연결","","","","","","","","","","","163800","273000","409500","728000","910000","1001000","1183000","864500","910000","1046500","1319500","1683500","1638000","1501500","1774500","1501500","1183000","1001000","1046500","955500","1137500","1274000","1456000","1820000","2184000","3185000","","","","",""
"6978d5662e85a8713b98dd70","0","Jilin City","지린시","city","","기존 호구·인구 자료 연결","","","","","","","","","","","","","","352000","440000","484000","572000","418000","440000","506000","638000","814000","792000","726000","858000","726000","572000","484000","506000","462000","550000","616000","704000","880000","1056000","1540000","","","","",""
"6978d57b2e85a8713b98dd71","0","Harbin","하얼빈시","city","","기존 호구·인구 자료 연결","","","","","","","","","","","","","","","","","","","1090000","1253500","1580500","2016500","1962000","1798500","2125500","1798500","1417000","1199000","1253500","1144500","1362500","1526000","1744000","2180000","2616000","3815000","","","","",""
"6978d5902e85a8713b98dd72","0","Daqing City","다칭시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978d5b32e85a8713b98dd73","0","Yichun City","이춘시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978d5c42e85a8713b98dd74","0","Jiamusi City","자무쓰시","city","Jiamusi City","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978d5d12e85a8713b98dd75","0","Shuangyashan City","솽야산시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978d5f42e85a8713b98dd76","0","Jixi","지시시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978d6762e85a8713b98dd78","0","Dalian City","다롄시","city","","기존 호구·인구 자료 연결","","","","","","","","","","","133200","222000","333000","592000","740000","814000","962000","703000","740000","851000","1073000","1369000","1332000","1221000","1443000","1221000","962000","814000","851000","777000","925000","1036000","1184000","1480000","1776000","2590000","","","","",""
"6978d6c22e85a8713b98dd79","0","Tonghua City","퉁화시","city","","기존 호구·인구 자료 연결","","","","","","","","","","14950","4140","6900","10350","18400","23000","25300","29900","21850","23000","26450","33350","42550","41400","37950","44850","37950","29900","25300","26450","24150","28750","32200","36800","46000","55200","80500","","","","",""
"6978d7b92e85a8713b98dd7a","0","Datong City","다퉁시","city","","기존 호구·인구 자료 연결","","","","","","","","","","","61200","102000","153000","272000","340000","374000","442000","323000","340000","391000","493000","629000","612000","561000","663000","561000","442000","374000","391000","357000","425000","476000","544000","680000","816000","1190000","","","","",""
"6978d7ce2e85a8713b98dd7b","0","Shuozhou City","숴저우시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978d7f42e85a8713b98dd7c","0","Yulin","위린시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978d8242e85a8713b98dd7d","0","Xinzhou City","신저우시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978f2d52e85a8713b98dd7e","0","Hulunbuir","후룬베이얼시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978f3522e85a8713b98dd7f","0","Daxing'anling Prefecture","다싱안링지구","province","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978f4022e85a8713b98dd82","0","Bayannur City","바옌나오얼시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978f4282e85a8713b98dd83","0","Ordos City","어얼둬쓰시","province","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978f4632e85a8713b98dd85","0","Ulanqab City","우란차부시","province","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978f4f62e85a8713b98dd86","0","Anyang","안양시","city","","기존 호구·인구 자료 연결","","","","","","","","","302500","357500","99000","165000","247500","440000","550000","605000","715000","522500","550000","632500","797500","1017500","990000","907500","1072500","907500","715000","605000","632500","577500","687500","770000","880000","1100000","1320000","1925000","","","","",""
"6978f51c2e85a8713b98dd87","0","Xinxiang","신샹시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978f54a2e85a8713b98dd89","0","Tai'an","타이안시","city","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6978f5722e85a8713b98dd8a","0","Linyi","린이시","city","","기존 호구·인구 자료 연결","","","","","","","","","616000","728000","201600","336000","504000","896000","1120000","1232000","1456000","1064000","1120000","1288000","1624000","2072000","2016000","1848000","2184000","1848000","1456000","1232000","1288000","1176000","1400000","1568000","1792000","2240000","2688000","3920000","","","","",""
