"territory_id","name","name_ko","level","review_status","review_reason","existing_values","newly_filled_values","changed_existing_values","first_added_year","filled_2025","retained_2025","population_source","population_confidence"
"6978875b055c9be030819c6e","Xuchang","쉬창시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978877c055c9be030819c6f","Zhoukou","저우커우시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"697887b6055c9be030819c70","Hefei","허페이시","city","기존값 유지","기존 연결값 유지. 새로 채운 14개 연도값은 근거 미확인","26","14","0","-2700","5,981,818","","기존 호구·인구 자료 연결",""
"69788805055c9be030819c71","Xilingol League","시린궈러맹","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978881b055c9be030819c72","Chifeng City","츠펑시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978882f055c9be030819c73","Tongliao City","퉁랴오시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978885f055c9be030819c74","Qiqihar City","치치하얼시","city","기존값 유지","기존 연결값 유지. 새로 채운 17개 연도값은 근거 미확인","23","17","0","-2700","3,563,636","","기존 호구·인구 자료 연결",""
"6978888b055c9be030819c75","Heihe City","헤이허시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"697888ac055c9be030819c76","Töv","투브주","city","기존값 유지","기존 연결값 유지. 새로 채운 17개 연도값은 근거 미확인","23","17","0","-2700","954,545","","기존 호구·인구 자료 연결",""
"697888d1055c9be030819c77","Selenge","셀렝게주","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"69788910055c9be030819c78","Kaifeng","카이펑시","city","기존값 유지","기존 연결값 유지. 새로 채운 14개 연도값은 근거 미확인","26","14","0","-2700","3,436,364","","기존 호구·인구 자료 연결",""
"69788969055c9be030819c79","Xinyang","신양시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","4,200,000","","기존 호구·인구 자료 연결",""
"6978898c055c9be030819c7a","Xiangyang","샹양시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","3,627,273","","기존 호구·인구 자료 연결",""
"697889d3055c9be030819c7b","Zhumadian","주마뎬시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","4,581,818","","기존 호구·인구 자료 연결",""
"69788adf055c9be030819c7d","Yichang","이창시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","2,545,455","","기존 호구·인구 자료 연결",""
"69788ae4055c9be030819c7e","Jingzhou","징저우시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","3,627,273","","기존 호구·인구 자료 연결",""
"69788b12055c9be030819c7f","Yueyang","웨양시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","3,563,636","","기존 호구·인구 자료 연결",""
"69788b19055c9be030819c80","Changsha","창사시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","5,090,909","","기존 호구·인구 자료 연결",""
"69788b4b055c9be030819c81","Nanchang","난창시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","4,072,727","","기존 호구·인구 자료 연결",""
"69788dd2055c9be030819c82","Nanyang","난양시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"69788e39055c9be030819c83","Suizhou","쑤이저우시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"69788ebb055c9be030819c84","Lüliang City","뤼량시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"69788ee2055c9be030819c85","Linfen City","린펀시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"69788fcd055c9be030819c86","Anqing","안칭시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"69788fea055c9be030819c87","Nanjing City","난징시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","5,918,182","","기존 호구·인구 자료 연결",""
"69789003055c9be030819c88","Suzhou City","쑤저우시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","6,809,091","","기존 호구·인구 자료 연결",""
"6978983ac7175c536903dab9","Xianyang","셴양시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"69789908c7175c536903daba","Hanzhong","한중시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","2,163,636","","기존 호구·인구 자료 연결",""
"6978aff2ca773aedf91ed952","Huanggang","황강시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978b013ca773aedf91ed953","Lu'an","루안시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978b07fca773aedf91ed954","Wuhan","우한시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","7,827,273","","기존 호구·인구 자료 연결",""
"6978b173ca773aedf91ed955","Jingmen","징먼시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978b22aca773aedf91ed956","Pingdingshan","핑딩산시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978b261ca773aedf91ed957","Luohe","뤄허시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","1,781,818","","기존 호구·인구 자료 연결",""
"6978bbf90cabfe742748fd60","Guilin","구이린시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","2,036,364","","기존 호구·인구 자료 연결",""
"6978bc120cabfe742748fd61","Yongzhou","융저우시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978bc2e0cabfe742748fd62","Hengyang","헝양시","city","기존값 유지","기존 연결값 유지. 새로 채운 14개 연도값은 근거 미확인","26","14","0","-2700","5,090,909","","기존 호구·인구 자료 연결",""
"6978bc480cabfe742748fd63","Shaoguan City","사오관시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978be332e85a8713b98dd63","Qingyang","칭양시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978bebc2e85a8713b98dd64","Longnan","룽난시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978d43f2e85a8713b98dd65","Qingdao","칭다오시","city","기존값 유지","기존 연결값 유지. 새로 채운 14개 연도값은 근거 미확인","26","14","0","-2700","5,981,818","","기존 호구·인구 자료 연결",""
"6978d4472e85a8713b98dd66","Yantai","옌타이시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978d46d2e85a8713b98dd67","Weihai","웨이하이시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978d4832e85a8713b98dd68","Binzhou","빈저우시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978d4ad2e85a8713b98dd69","Shijiazhuang","스자좡시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","7,127,273","","기존 호구·인구 자료 연결",""
"6978d4d22e85a8713b98dd6b","Baoding City","바오딩시","city","기존값 유지","기존 연결값 유지. 새로 채운 14개 연도값은 근거 미확인","26","14","0","-2700","7,000,000","","기존 호구·인구 자료 연결",""
"6978d4ff2e85a8713b98dd6d","Tangshan","탕산시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978d5382e85a8713b98dd6f","Shenyang City","선양시","city","기존값 유지","기존 연결값 유지. 새로 채운 14개 연도값은 근거 미확인","26","14","0","-2700","5,790,909","","기존 호구·인구 자료 연결",""
"6978d5662e85a8713b98dd70","Jilin City","지린시","city","기존값 유지","기존 연결값 유지. 새로 채운 17개 연도값은 근거 미확인","23","17","0","-2700","2,800,000","","기존 호구·인구 자료 연결",""
"6978d57b2e85a8713b98dd71","Harbin","하얼빈시","city","기존값 유지","기존 연결값 유지. 새로 채운 22개 연도값은 근거 미확인","18","22","0","-2700","6,936,364","","기존 호구·인구 자료 연결",""
"6978d5902e85a8713b98dd72","Daqing City","다칭시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978d5b32e85a8713b98dd73","Yichun City","이춘시","city","원본 행 복원","채운 CSV에서 빠진 영토. 기존 값을 유지","0","0","0","","","","",""
"6978d5c42e85a8713b98dd74","Jiamusi City","자무쓰시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978d5d12e85a8713b98dd75","Shuangyashan City","솽야산시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978d5f42e85a8713b98dd76","Jixi","지시시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978d6762e85a8713b98dd78","Dalian City","다롄시","city","기존값 유지","기존 연결값 유지. 새로 채운 14개 연도값은 근거 미확인","26","14","0","-2700","4,709,091","","기존 호구·인구 자료 연결",""
"6978d6c22e85a8713b98dd79","Tonghua City","퉁화시","city","기존값 유지","기존 연결값 유지. 새로 채운 13개 연도값은 근거 미확인","27","13","0","-2700","146,364","","기존 호구·인구 자료 연결",""
"6978d7b92e85a8713b98dd7a","Datong City","다퉁시","city","기존값 유지","기존 연결값 유지. 새로 채운 14개 연도값은 근거 미확인","26","14","0","-2700","2,163,636","","기존 호구·인구 자료 연결",""
"6978d7ce2e85a8713b98dd7b","Shuozhou City","숴저우시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978d7f42e85a8713b98dd7c","Yulin","위린시","city","원본 행 복원","채운 CSV에서 빠진 영토. 기존 값을 유지","0","0","0","","","","",""
"6978d8242e85a8713b98dd7d","Xinzhou City","신저우시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f2d52e85a8713b98dd7e","Hulunbuir","후룬베이얼시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f3522e85a8713b98dd7f","Daxing'anling Prefecture","다싱안링지구","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"6978f4022e85a8713b98dd82","Bayannur City","바옌나오얼시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f4282e85a8713b98dd83","Ordos City","어얼둬쓰시","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"6978f4632e85a8713b98dd85","Ulanqab City","우란차부시","province","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 189개 영토에 반복","0","40","0","-2700","3,000,000","","",""
"6978f4f62e85a8713b98dd86","Anyang","안양시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","3,500,000","","기존 호구·인구 자료 연결",""
"6978f51c2e85a8713b98dd87","Xinxiang","신샹시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f54a2e85a8713b98dd89","Tai'an","타이안시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f5722e85a8713b98dd8a","Linyi","린이시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","7,127,273","","기존 호구·인구 자료 연결",""
"6978f5772e85a8713b98dd8b","Rizhao","르자오시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f5952e85a8713b98dd8c","Lianyungang","롄윈강시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f6412e85a8713b98dd8f","Huaibei","화이베이시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f6612e85a8713b98dd90","Bengbu","벙부시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","2,163,636","","기존 호구·인구 자료 연결",""
"6978f6892e85a8713b98dd91","Huai'an","화이안시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","3,118,182","","기존 호구·인구 자료 연결",""
"6978f69f2e85a8713b98dd92","Yancheng City","옌청시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f6d02e85a8713b98dd93","Nantong","난퉁시","city","기존값 유지","기존 연결값 유지. 새로 채운 17개 연도값은 근거 미확인","23","17","0","-2700","4,645,455","","기존 호구·인구 자료 연결",""
"6978f6f72e85a8713b98dd95","Yangzhou City","양저우시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","2,927,273","","기존 호구·인구 자료 연결",""
"6978f7142e85a8713b98dd96","Chuzhou","추저우시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f72d2e85a8713b98dd97","Ma'anshan","마안산시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f7702e85a8713b98dd98","Zhenjiang","전장시","city","기존값 유지","기존 연결값 유지. 새로 채운 12개 연도값은 근거 미확인","28","12","0","-2700","2,036,364","","기존 호구·인구 자료 연결",""
"6978f7882e85a8713b98dd99","Changzhou","창저우시","city","재검증 필요","기존 영토·인구 원천값 없음. 동일 곡선 259개 영토에 반복","0","40","0","-2700","1,000,000","","",""
"6978f79e2e85a8713b98dd9a","Hangzhou City","항저우시","city","기존값 유지","기존 연결값 유지. 새로 채운 14개 연도값은 근거 미확인","26","14","0","-2700","7,763,636","","기존 호구·인구 자료 연결",""
